id,brand,gear,model,price,fuel,mileage,hp,type,geo,model_year
100482,Hyundai,Manuell,IX35,119800,Diesel,14 230,136,SUV,,2014
100483,BMW,Automat,225,419000,Miljöbränsle/Hybrid,600,136,Halvkombi,,2018
100484,BMW,Automat,X5,397700,Diesel,6 950,258,SUV,,2015
100485,Lexus,Automat,GS300,399800,Miljöbränsle/Hybrid,1 850,180,Sedan,,2017
100486,Mercedes-Benz,Automat,C220,449820,Diesel,0,170,SUV,"Göteborg, Västra Göteborg",2019
100487,BMW,Automat,420,319000,Diesel,4 100,190,Coupé,,2016
100488,Volvo,Manuell,V70,5500,Bensin,46 700,140,Kombi,Tidaholm,2000
100489,Opel,Automat,Grandland X,272000,Bensin,200,130,SUV,,2018
100490,Skoda,Manuell,Karoq,233100,Bensin,2,115,Kombi,,2018
100491,Volkswagen,Manuell,CADDY,84900,Diesel,8 762,74,Yrkesfordon,,2014
100492,Volkswagen,Automat,AMAROK,214875,Diesel,16 311,179,Yrkesfordon,,2013
100493,Opel,Manuell,Movano,59000,Diesel,31 200,145,Yrkesfordon,,2009
100494,Mazda,Manuell,3,184000,Bensin,580,119,Halvkombi,,2016
100495,Toyota,Manuell,AURIS,119000,Diesel,12 550,123,Kombi,,2014
100496,Volkswagen,Automat,TIGUAN,129900,Diesel,10 000,140,Kombi,Ystad,2011
100497,Mercedes-Benz,Automat,VITO,487375,Diesel,0,163,Yrkesfordon,,2018
100498,Toyota,Manuell,AYGO,98500,Bensin,1 870,69,Halvkombi,,2017
100499,Mercedes-Benz,Automat,E220,519000,Diesel,500,194,Kombi,,2019
100500,Mercedes-Benz,Automat,X-KLASSE,487375,Diesel,0,190,Yrkesfordon,,2018
100501,Mercedes-Benz,Automat,X-KLASSE,462375,Diesel,0,190,Yrkesfordon,,2018
100502,Audi,Automat,Q5,535500,Diesel,2 000,190,Kombi,,2018
100503,Kia,Manuell,SPORTAGE,234900,Diesel,1,115,SUV,Alingsås,2017
100504,Subaru,Automat,LEGACY,99900,Bensin,15 575,167,Kombi,,2010
100505,Mercedes-Benz,Automat,B200,249000,Diesel,1 100,136,Halvkombi,,2016
100506,Peugeot,Manuell,BOXER,109000,Diesel,10 700,149,Yrkesfordon,,2013
100507,BMW,Automat,520,149900,Diesel,16 741,183,Sedan,,2011
100508,Mercedes-Benz,Automat,C43,835600,Bensin,0,390,Cab,,2018
100509,Citroën,Manuell,Jump,114000,Diesel,6 950,127,Familjebuss,,2014
100510,Mazda,Manuell,2,89900,Diesel,8 600,163,Halvkombi,,2009
100511,Volvo,Automat,S60,319000,Diesel,3 640,190,Sedan,,2018
100512,Subaru,Automat,OUTBACK,319000,Diesel,1 400,149,Kombi,,2017
100513,Subaru,Automat,XV,259000,Bensin,1 450,156,Halvkombi,,2018
100514,Citroën,Manuell,C3,155900,Bensin,50,82,Halvkombi,,2018
100515,Opel,Automat,Insignia,139500,Diesel,9 950,160,Kombi,,2012
100516,Audi,Automat,A4,99000,Bensin,17 000,210,Sedan,,2010
100517,Audi,Automat,A5,425000,Bensin,0,251,Halvkombi,,2018
100518,Audi,Automat,A6,349900,Diesel,0,190,Kombi,,2018
100519,Ford,Automat,RANGER,391500,Diesel,1,199,Yrkesfordon,Haninge,2018
100520,BMW,Automat,550,799000,Bensin,470,462,Sedan,,2018
100521,Volkswagen,Automat,GOL,283900,Bensin,0,179,Kombi,,2018
100522,Audi,Automat,A4,199900,Diesel,3 998,190,Sedan,,2015
100523,Volkswagen,Automat,AMAROK,480000,Diesel,0,224,Yrkesfordon,Kungälv,2018
100524,Volkswagen,Automat,TOURAN,169000,Bensin,8 400,140,Familjebuss,Kungälv,2015
100525,Audi,Manuell,A4,109900,Diesel,14 712,170,Kombi,,2010
100526,Chevrolet,Manuell,KALOS,17900,Bensin,13 704,72,Halvkombi,,2006
100527,Citroën,Manuell,Berling,156125,Diesel,1,99,Yrkesfordon,,2018
100528,Citroën,Manuell,Berling,156125,Diesel,1,99,Yrkesfordon,,2018
100529,Citroën,Manuell,Berling,156125,Diesel,1,99,Yrkesfordon,,2018
100530,Volkswagen,Manuell,SKÅP,99900,Diesel,18 302,140,Yrkesfordon,Uppsala,2011
100531,Audi,Automat,A6,149000,Diesel,15 000,176,Kombi,,2013
100532,Jeep,Manuell,PATRIOT,69900,Diesel,16 506,140,SUV,Lysekil,2009
100533,BMW,Automat,520,450100,Bensin,0,183,Kombi,Borås,2019
100534,Mercedes-Benz,Automat,VITO,349875,Diesel,0,163,Yrkesfordon,Falun,2018
100535,Porsche,Automat,911,1249000,Bensin,1 000,420,Coupé,,2018
100536,Opel,Automat,Corsa,146700,Bensin,300,89,Halvkombi,,2018
100537,Kia,Manuell,PICANTO,119400,Bensin,1,66,Halvkombi,,2018
100538,Mercedes-Benz,Automat,GLE 450 4MATIC,499000,Bensin,10 900,367,Coupé,,2016
100539,Volvo,Automat,XC60,269900,Diesel,10 888,190,Kombi,,2016
100540,Mercedes-Benz,Automat,CLA220,319900,Diesel,850,176,Coupé,,2018
100541,Mercedes-Benz,Manuell,A180,332350,Bensin,500,115,Sedan,Alingsås,2019
100542,Audi,Manuell,A4,239900,Diesel,5 100,190,Kombi,,2016
100543,Saab,Manuell,9-3,34900,Diesel,24 000,149,Kombi,Karlskrona,2008
100544,Land Rover,Automat,SPORT,129900,Bensin,15 200,299,SUV,,2006
100545,Ford,Manuell,KUGA,109500,Diesel,12 700,140,SUV,,2013
100546,Toyota,Manuell,AURIS,89900,Bensin,8 500,123,Halvkombi,,2008
100547,Volvo,Manuell,V50,29499,Diesel,40 000,136,Kombi,,2008
100548,Citroën,Manuell,Jump,146250,Diesel,6 600,127,Yrkesfordon,Ljungby,2015
100549,Cadillac,Automat,DEVILLE,69000,Bensin,20 000,274,Sedan,,2004
100550,Toyota,Automat,AVENSIS,164900,Diesel,4 000,149,Kombi,,2012
100551,Volkswagen,Automat,AMAROK,462375,Diesel,0,224,Yrkesfordon,,2018
100552,Toyota,Automat,C-HR,234900,Bensin,4 123,115,SUV,,2017
100553,Renault,Manuell,MASTER,198750,Diesel,6 150,125,Yrkesfordon,Ljungby,2015
100554,Porsche,Automat,911,619000,Bensin,5 200,384,Cab,Staffanstorp,2009
100555,Porsche,Automat,911,559900,Bensin,3 500,345,Coupé,,2010
100556,Mitsubishi,Automat,L200,109000,Diesel,18 000,178,Yrkesfordon,,2012
100557,Peugeot,Manuell,508,167900,Diesel,8 182,119,Kombi,,2016
100558,Mazda,Automat,6,317900,Bensin,0,194,Kombi,Bromma,2018
100559,Dodge,Automat,CHALLENGER,439900,Bensin,1 227,380,Coupé,,2016
100560,Mercedes-Benz,Automat,X-KLASSE,418750,Diesel,0,190,Yrkesfordon,,2018
100561,Kia,Automat,SPORTAGE,49900,Bensin,16 900,175,Kombi,Kungälv,2007
100562,Audi,Automat,A6,17500,Bensin,17 427,164,Sedan,,2000
100563,Mercedes-Benz,Automat,B180,219000,Diesel,2 600,108,Kombi,,2017
100564,BMW,Automat,320,209900,Diesel,8 264,190,Sedan,"Göteborg, Östra Göteborg",2016
100565,Audi,Manuell,S3,134900,Bensin,13 844,265,Coupé,,2007
100566,Renault,Manuell,JA,9900,Bensin,28 000,107,Kombi,,2001
100567,Volvo,Manuell,S60,119500,Diesel,13 300,114,Sedan,,2012
100568,Porsche,Manuell,BOXSTER,209900,Bensin,6 510,251,Cab,,2002
100569,Ford,Manuell,TRANSIT,373750,Diesel,0,170,Yrkesfordon,Sollentuna,2017
100570,Ford,Manuell,TRANSIT,316358,Diesel,0,170,Yrkesfordon,Sollentuna,2017
100572,Mercedes-Benz,Automat,E63,579000,Bensin,6 180,584,Kombi,,2015
100573,Mercedes-Benz,Automat,C220,452850,Diesel,0,194,Sedan,,2019
100574,Volkswagen,Manuell,GOL,69900,Bensin,12 000,102,Halvkombi,,2010
100575,Toyota,Manuell,AVENSIS,179900,Bensin,2 779,146,Kombi,,2017
100576,Mercedes-Benz,Automat,C220,425700,Diesel,1,194,Kombi,,2019
100577,Ford,Manuell,MONDEO,149000,Diesel,6 808,115,Kombi,,2015
100578,Mercedes-Benz,Manuell,B170,54900,Bensin,10 400,115,Kombi,,2006
100579,Mercedes-Benz,Automat,C220,488600,Diesel,1,194,Kombi,,2019
100580,Mercedes-Benz,Automat,X-KLASSE,447500,Diesel,500,190,Yrkesfordon,,2017
100581,Mazda,Automat,5,331900,Bensin,0,194,Kombi,,2018
100582,Peugeot,Automat,5008,301800,Diesel,0,119,SUV,,2018
100583,Opel,Manuell,Corsa,99900,Bensin,5 410,115,Halvkombi,,2015
100584,Volkswagen,Manuell,CRAFTER,150000,Diesel,26 000,136,Yrkesfordon,,2008
100585,Suzuki,Manuell,SWIFT,199900,Bensin,0,140,Halvkombi,,2018
100586,Toyota,Manuell,AVENSIS,174900,Bensin,5 155,146,Kombi,,2016
100587,Saab,Automat,9-3,55000,Diesel,23 344,179,Kombi,,2008
100588,Skoda,Automat,Octavia,129900,Diesel,16 316,110,Kombi,Falun,2017
100589,Peugeot,Manuell,308,47000,Bensin,12 100,119,Kombi,,2010
100590,Citroën,Manuell,C4,198500,Bensin,1,110,Halvkombi,,2018
100591,Audi,Manuell,TT,154500,Bensin,13 025,199,Cab,,2010
100592,Volvo,Manuell,V50,89500,Diesel,14 190,114,Kombi,,2012
100593,Mitsubishi,Manuell,ASX,149000,Bensin,3 100,116,SUV,,2015
100594,Volvo,Automat,V70,99900,Diesel,35 000,180,Kombi,"Göteborg, Östra Göteborg",2015
100595,BMW,Manuell,525,69500,Bensin,21 538,217,Kombi,,2009
100596,Kia,Automat,OPTIMA,339900,Miljöbränsle/Hybrid,1 470,156,Kombi,,2018
100597,Volkswagen,Manuell,PASSAT,62500,Diesel,19 623,104,Kombi,,2010
100598,Nissan,Manuell,PRIMERA,22900,Bensin,20 000,140,Kombi,Lund,2005
100599,Peugeot,Manuell,308,159000,Diesel,3 100,119,Kombi,,2016
100600,Mercedes-Benz,Automat,X-KLASSE,397500,Diesel,0,190,Yrkesfordon,,2018
100601,Audi,Automat,RS7,649000,Bensin,9 900,560,Sedan,,2014
100602,Mercedes-Benz,Automat,X-KLASSE,397500,Diesel,0,190,Yrkesfordon,,2018
100603,Honda,Manuell,CIVIC,241800,Diesel,0,119,Sedan,,2018
100604,Volkswagen,Manuell,POLO,172700,Bensin,0,95,Halvkombi,,2018
100605,Toyota,Manuell,AVENSIS,139000,Diesel,9 600,123,-,,2014
100606,Citroën,Automat,Jump,125000,Diesel,9 600,163,Yrkesfordon,,2012
100607,Volkswagen,Manuell,SHARAN,17000,Bensin,28 000,149,Familjebuss,,2003
100608,Mercedes-Benz,Automat,A200,352300,Bensin,0,163,Sedan,,2018
100609,Kia,Manuell,RIO,119000,Bensin,3 761,84,Halvkombi,Örnsköldsvik,2015
100610,Alfa Romeo,Automat,STELVIO,439900,Bensin,0,201,SUV,,2018
100611,Hyundai,Manuell,I40,189000,Bensin,2 675,134,Kombi,,2016
100612,Audi,Manuell,A3,214900,Bensin,1 977,149,Halvkombi,,2017
100613,Kia,Automat,OPTIMA,404900,Miljöbränsle/Hybrid,1,156,Kombi,,2018
100614,Mercedes-Benz,Manuell,VITO,274875,Diesel,10,88,Yrkesfordon,,2018
100615,Ford,Automat,S-MAX,374200,Diesel,1,179,Kombi,Haninge,2018
100616,Kia,Automat,OPTIMA,424800,Miljöbränsle/Hybrid,1,156,Kombi,,2018
100617,Mercedes-Benz,Automat,C220,495000,Diesel,500,170,SUV,,2019
100618,Saab,Manuell,9-3,39900,Bensin,18 382,175,Kombi,,2007
100619,Ford,Manuell,FOCUS,181900,Bensin,1,100,Kombi,Haninge,2018
100620,Subaru,Manuell,FORESTER,179500,Diesel,9 239,146,Kombi,,2013
100621,Peugeot,Manuell,308,174900,Bensin,400,110,Kombi,,2018
100622,Kia,Manuell,STONIC,184900,Bensin,1,119,Kombi,,2018
100623,Toyota,Manuell,AVENSIS,159000,Bensin,6 480,146,Kombi,,2015
100624,Toyota,Manuell,COROLLA,20900,Bensin,23 000,110,Kombi,Sundsvall,2003
100625,Mercedes-Benz,Manuell,VITO,274875,Diesel,10,88,Yrkesfordon,,2018
100626,Kia,Automat,STINGER,499900,Bensin,350,369,Coupé,,2018
100627,Kia,Manuell,CEED,179900,Bensin,1,134,Kombi,,2018
100628,Mercedes-Benz,Automat,A180,305000,Bensin,0,122,Sedan,"Malmö, Centralt Söder",2018
100629,Mercedes-Benz,Automat,A180,305000,Bensin,0,122,Kombi,"Malmö, Centralt Söder",2018
100630,Nissan,Automat,NAVARA,349875,Diesel,1,190,Yrkesfordon,,2018
100631,Mercedes-Benz,Automat,SPRINTER,464875,Diesel,0,163,Yrkesfordon,,2018
100632,Mercedes-Benz,Automat,X-KLASSE,429375,Diesel,10,190,Yrkesfordon,,2018
100633,BMW,Automat,X2,389900,Diesel,490,190,SUV,,2018
100634,Citroën,Automat,C6,165000,Diesel,17 900,240,Sedan,Kristianstad,2011
100635,Citroën,Automat,C5,154000,Diesel,13 200,204,Kombi,Kristianstad,2013
100636,Citroën,Manuell,C3,89000,Diesel,9 100,92,Kombi,Kristianstad,2011
100637,Peugeot,Manuell,EXPERT,285500,Diesel,0,115,Yrkesfordon,,2018
100638,Peugeot,Manuell,EXPERT,285500,Diesel,0,115,Yrkesfordon,,2018
100639,BMW,Automat,420,389900,Diesel,965,190,Coupé,,2018
100640,BMW,Automat,420,349900,Diesel,2 044,190,Coupé,,2018
100641,Mazda,Automat,6,335300,Bensin,0,194,Kombi,,2018
100642,BMW,Automat,320,314900,Diesel,1 900,190,Kombi,,2017
100643,Subaru,Manuell,JUSTY,29500,Bensin,8 160,69,Kombi,,2008
100644,Hyundai,Manuell,I40,159000,Diesel,6 401,141,Kombi,,2016
100645,BMW,Automat,730,249500,Diesel,11 000,244,Sedan,Helsingborg,2011
100646,Volvo,Automat,S80,19900,Bensin,22 540,140,Sedan,,2002
100647,Ford,Manuell,FOCUS,29500,Miljöbränsle/Hybrid,16 400,125,Kombi,,2007
100648,Mitsubishi,Manuell,ASX,194900,Bensin,0,116,SUV,,2018
100649,BMW,Automat,X1,312700,Diesel,2 020,190,SUV,,2018
100650,BMW,Automat,M4,799000,Bensin,945,450,Cab,Lund,2018
100651,Fiat,Manuell,DOBL,187375,Diesel,1,104,Yrkesfordon,,2018
100652,Volvo,Automat,V40,239000,Diesel,3 767,149,Halvkombi,Tingsryd,2018
100653,Toyota,Manuell,VERSO,39900,Diesel,23 000,176,Familjebuss,,2008
100654,Peugeot,Manuell,108,99900,Bensin,1 700,69,Halvkombi,,2017
100655,Citroën,Manuell,DS 3,74900,Diesel,11 054,92,Halvkombi,,2014
100656,Jeep,Manuell,RENEGADE,179900,Bensin,1,110,SUV,,2018
100657,Volkswagen,Manuell,PICKUP,142500,Diesel,20 400,179,Yrkesfordon,,2011
100658,Honda,Automat,CIVIC,226800,Bensin,0,126,Halvkombi,,2018
100659,Porsche,Automat,CAYENNE,429000,Diesel,6 000,244,SUV,,2014
100660,Ford,Automat,KUGA,259900,Diesel,930,119,SUV,Eskilstuna,2017
100661,Mitsubishi,Automat,OUTLANDER,505300,Miljöbränsle/Hybrid,0,121,Kombi,,2018
100662,Mini,Automat,COOPER,429900,Miljöbränsle/Hybrid,800,136,Halvkombi,,2018
100663,Mini,Automat,COOPER,429900,Miljöbränsle/Hybrid,800,136,Halvkombi,,2018
100664,Mini,Automat,COOPER,429900,Miljöbränsle/Hybrid,1 000,136,SUV,,2018
100665,Mini,Automat,COOPER,429900,Miljöbränsle/Hybrid,800,136,Halvkombi,,2018
100666,Mini,Automat,COOPER,439900,Miljöbränsle/Hybrid,1,136,SUV,,2018
100667,Fiat,Manuell,TALENTO,273625,Diesel,1,125,Yrkesfordon,,2018
100668,Ford,Automat,GALAXY,399000,Diesel,0,179,Kombi,,2018
100669,BMW,Automat,760,99500,Bensin,17 663,444,Sedan,,2003
100670,Subaru,Manuell,FORESTER,69000,Diesel,23 500,146,SUV,,2009
100671,Ford,Automat,FOCUS,229900,Bensin,0,125,Halvkombi,,2018
100672,Ford,Manuell,FOCUS,209900,Bensin,0,100,Kombi,,2018
100673,Ford,Manuell,FIESTA,183900,Bensin,0,100,Halvkombi,,2018
100674,Ford,Manuell,TRANSIT,109000,Diesel,15 532,95,Yrkesfordon,Kalmar,2014
100675,Peugeot,Manuell,108,54900,Bensin,5 040,69,Halvkombi,,2014
100676,Subaru,Automat,IMPREZA,219800,Bensin,678,156,Kombi,,2018
100677,Ford,Automat,MUSTANG,109500,Bensin,7 250,191,Cab,,2002
100678,Volvo,Automat,V70,59900,Bensin,15 500,140,Kombi,,2006
100679,Ford,Manuell,FIESTA,186900,Bensin,0,100,Halvkombi,Oskarshamn,2018
100680,Kia,Automat,OPTIMA,384800,Miljöbränsle/Hybrid,150,156,Kombi,,2018
100681,Chevrolet,Automat,CAMARO,549900,Bensin,2 305,421,Coupé,,2015
100682,Chevrolet,Automat,CAMARO,359000,Bensin,1 800,405,Cab,,2011
100683,Saab,Manuell,9-3,19800,Bensin,25 000,149,Sedan,Burlöv,2003
100684,Mitsubishi,Manuell,GALANT,2900,Bensin,24 000,149,Sedan,,2000
100685,BMW,Automat,X6,229000,Diesel,14 024,244,SUV,,2012
100686,Dacia,Manuell,Sandero,107900,Bensin,1,89,Halvkombi,,2018
100687,Volvo,Manuell,V70,37900,Bensin,33 000,170,Kombi,Tidaholm,2007
100688,Nissan,Manuell,X-TRAIL,179900,Diesel,6 500,130,SUV,,2014
100689,Audi,Manuell,A4,157800,Diesel,10 909,149,Kombi,,2015
100690,BMW,Manuell,320,84900,Bensin,11 951,170,Cab,,2003
100691,Kia,Automat,NIRO,234800,Miljöbränsle/Hybrid,1,104,Halvkombi,Kista-Hässelby-Vällingby-Spånga,2018
100692,Volvo,Manuell,V60,207900,Bensin,3 899,152,Kombi,Håbo,2017
100693,Volvo,Manuell,V40,204900,Bensin,1 782,152,Halvkombi,Håbo,2017
100694,Volvo,Manuell,V60,197500,Bensin,3 386,152,Kombi,,2017
100695,Volvo,Manuell,V40,196900,Bensin,1 623,152,Halvkombi,Håbo,2017
100696,Volvo,Automat,V60,484100,Diesel,0,190,Kombi,,2019
100697,Volvo,Automat,S90,499000,Bensin,2 100,334,Sedan,,2018
100698,Volvo,Manuell,XC60,274000,Diesel,2 446,149,Kombi,,2017
100699,Volvo,Automat,V60,359900,Diesel,3,190,Kombi,,2019
100700,Peugeot,Automat,308,204500,Bensin,800,130,Halvkombi,,2018
100701,BMW,Automat,530,520200,Miljöbränsle/Hybrid,1 000,183,Sedan,Borås,2018
100702,Mini,Automat,COOPER,327900,Bensin,1,191,Halvkombi,,2018
100703,Mercedes-Benz,Automat,E220,169900,Diesel,13 822,170,Kombi,,2011
100704,Peugeot,Manuell,PARTNER,99000,Diesel,6 009,89,Yrkesfordon,,2014
100705,Citroën,Automat,C6,119800,Diesel,10 000,204,Sedan,,2007
100706,Nissan,Manuell,NAVARA,248750,Diesel,5 500,163,Yrkesfordon,Sollefteå,2016
100707,Subaru,Automat,XV,249900,Bensin,500,114,SUV,,2018
100708,BMW,Manuell,318,249000,Diesel,1 245,149,Kombi,,2017
100709,Nissan,Automat,QASHQAI,226400,Bensin,0,115,SUV,,2018
100710,Subaru,Automat,XV,283500,Bensin,750,156,SUV,,2018
100711,Subaru,Automat,IMPREZA,219500,Bensin,500,114,Halvkombi,,2018
100712,Mitsubishi,Manuell,ASX,114500,Diesel,11 137,115,SUV,,2013
100713,Peugeot,Manuell,5008,239900,Bensin,2 052,130,SUV,,2018
100714,Peugeot,Automat,3008,348900,Bensin,300,164,SUV,,2018
100715,Honda,Automat,CIVIC,269900,Bensin,1,182,Halvkombi,,2018
100716,BMW,Automat,X5,649900,Miljöbränsle/Hybrid,770,244,SUV,,2018
100717,Citroën,Automat,C4,199900,Bensin,1,110,Halvkombi,,2018
100718,Peugeot,Manuell,5008,115000,Diesel,6 300,114,Familjebuss,,2014
100719,Citroën,Automat,C4,199900,Bensin,1,110,Halvkombi,,2018
100720,Mercedes-Benz,Automat,B200,48000,Diesel,17 000,140,Halvkombi,,2006
100721,Kia,Manuell,SPORTAGE,244900,Diesel,5,115,SUV,,2018
100722,BMW,Automat,220,279000,Bensin,1 857,183,Cab,,2016
100723,Ford,Manuell,FIESTA,176200,Bensin,0,100,Halvkombi,,2018
100724,Ford,Manuell,FIESTA,181700,Bensin,0,100,Halvkombi,,2018
100725,Ford,Manuell,FIESTA,181700,Bensin,0,100,Halvkombi,,2018
100726,Ford,Manuell,FIESTA,181950,Bensin,0,100,Halvkombi,,2018
100727,Volkswagen,Automat,CADDY,129900,Diesel,7 585,102,Yrkesfordon,Falun,2013
100728,Volvo,Manuell,V70,129000,Diesel,18 200,163,Kombi,,2012
100729,Citroën,Manuell,C3,139900,Bensin,10,82,Halvkombi,,2018
100730,Jaguar,Automat,XF,549900,Diesel,1 200,240,Kombi,,2018
100731,BMW,Automat,M240I XDRIVE,549500,Bensin,10,340,Cab,,2018
100732,Mini,Manuell,COOPER,179000,Bensin,960,136,Halvkombi,,2017
100733,Mini,Manuell,COOPER,169000,Bensin,1 093,136,Kombi,,2017
100734,Audi,Manuell,TT,59900,Bensin,13 820,179,Cab,,2001
100735,Jaguar,Automat,F-pace,519000,Diesel,3 890,300,SUV,,2017
100736,Mercedes-Benz,Automat,E300,629000,Bensin,0,244,Coupé,Karlstad,2018
100737,Mini,Automat,COOPER,249000,Bensin,1,191,Coupé,,2018
100738,Mini,Automat,COOPER,375000,Bensin,1,191,SUV,,2018
100739,Volvo,Manuell,C70,48500,Bensin,24 000,239,Coupé,Kungsbacka,2000
100740,Mitsubishi,Automat,L200,149000,Diesel,17 933,178,Yrkesfordon,,2012
100741,Mercedes-Benz,Automat,B180,280000,Diesel,0,108,Halvkombi,,2018
100742,Mercedes-Benz,Automat,C180,234000,Bensin,9 003,156,Sedan,,2014
100743,Mitsubishi,Automat,L200,299875,Diesel,10,180,Yrkesfordon,,2018
100744,Volkswagen,Automat,TOUAREG,409900,Diesel,4 974,340,SUV,,2015
100745,Jeep,Manuell,RENEGADE,189000,Bensin,1,110,SUV,,2018
100746,Jeep,Automat,COMPASS,319800,Bensin,1,170,SUV,,2018
100747,Jeep,Manuell,RENEGADE,189000,Bensin,1,110,SUV,,2018
100748,Volvo,Automat,XC90,419000,Diesel,12 797,224,Kombi,,2016
100749,Hyundai,Automat,SANTA FE,119000,Diesel,18 413,197,SUV,,2012
100750,Ford,Manuell,S-MAX,219900,Diesel,4 437,163,-,,2015
100751,Volvo,Automat,V70,17900,Bensin,18 500,199,Kombi,,2001
100752,Ford,Manuell,FOCUS,84900,Bensin,6 000,100,Kombi,"Göteborg, Hisingen",2014
100753,Peugeot,Manuell,307,45900,Bensin,17 400,176,Cab,,2006
100754,Ford,Manuell,FIESTA,25000,Bensin,15 900,80,Halvkombi,,2004
100755,Volvo,Automat,V70,89000,Diesel,24 744,163,Kombi,,2011
100756,Kia,Automat,NIRO,322700,Miljöbränsle/Hybrid,0,104,Halvkombi,,2019
100757,BMW,Automat,530,579900,Miljöbränsle/Hybrid,0,183,Sedan,,2018
100758,Volvo,Manuell,V60,219900,Bensin,2 796,152,Kombi,,2018
100759,Nissan,Manuell,QASHQAI,139900,Diesel,7 200,110,SUV,,2015
100760,Peugeot,Manuell,208,124800,Bensin,250,81,Halvkombi,,2018
100761,Peugeot,Manuell,307,34900,Diesel,12 000,108,Kombi,,2008
100762,Volvo,Manuell,C70,119900,Diesel,11 000,136,Cab,,2008
100763,BMW,Automat,520,108500,Diesel,25 100,183,Kombi,,2012
100764,Renault,Manuell,KA,111250,Diesel,4 600,89,Yrkesfordon,Ljungby,2015
100765,Opel,Manuell,Mokka,238300,Bensin,5,140,SUV,Mora,2018
100766,Volkswagen,Manuell,CADDY,98750,Miljöbränsle/Hybrid,9 950,108,Yrkesfordon,Ljungby,2012
100767,Volkswagen,Automat,CADDY,122500,Diesel,11 200,102,Yrkesfordon,Ljungby,2014
100768,Mercedes-Benz,Manuell,SPRINTER,535000,Diesel,5,163,Yrkesfordon,Haninge,2018
100769,Opel,Manuell,Corsa,134300,Bensin,0,89,Halvkombi,Mellerud,2018
100770,Volkswagen,Manuell,TRANSPORTER,198750,Bensin,3 000,115,Yrkesfordon,Ljungby,2013
100771,Toyota,Manuell,COROLLA,69500,Bensin,10 585,123,Sedan,,2008
100772,Mercedes-Benz,Automat,C220,349000,Diesel,0,170,Kombi,Karlstad,2018
100773,Mini,Automat,COOPER,329000,Bensin,500,191,Cab,,2019
100774,Hyundai,Manuell,I10,122800,Bensin,0,66,Halvkombi,"Göteborg, Hisingen",2018
100775,Lexus,Automat,RX450,549000,Miljöbränsle/Hybrid,810,262,SUV,,2017
100776,Peugeot,Manuell,EXPERT,345000,Diesel,1 070,122,Yrkesfordon,,2017
100777,Mercedes-Benz,Automat,E220,469000,Diesel,1,194,Sedan,,2018
100778,Volvo,Manuell,C70,64900,Bensin,21 999,209,Kombi,,2005
100779,Chevrolet,Manuell,KALOS,9900,Bensin,11 560,93,Halvkombi,,2005
100780,Volvo,Manuell,S40,24900,Bensin,24 137,140,Sedan,Örebro,2004
100781,BMW,Automat,225,368700,Miljöbränsle/Hybrid,10,136,Halvkombi,,2018
100782,Kia,Automat,STINGER,514900,Bensin,0,369,Coupé,,2018
100783,Ford,Manuell,TRANSIT,59900,Diesel,16 700,100,Yrkesfordon,,2013
100784,Volvo,Automat,V90,389000,Diesel,4 829,190,Kombi,,2017
100785,Ford,Manuell,ECOSPORT,169000,Bensin,1,125,-,,2018
100786,Volvo,Manuell,V60,264500,Diesel,0,149,Kombi,,2018
100787,BMW,Automat,225,348700,Miljöbränsle/Hybrid,1,136,Halvkombi,,2019
100788,Mercedes-Benz,Manuell,VITO,262375,Diesel,0,114,Yrkesfordon,,2017
100789,Mercedes-Benz,Automat,SPRINTER,298750,Diesel,0,114,Yrkesfordon,,2017
100790,Dacia,Manuell,Duster,67900,Diesel,11 182,107,SUV,,2011
100791,Mercedes-Benz,Automat,VITO,361250,Diesel,10 049,163,Yrkesfordon,,2017
100792,BMW,Manuell,M2,599000,Bensin,10,369,Coupé,,2018
100793,Mercedes-Benz,Automat,VITO,437375,Diesel,0,190,Yrkesfordon,,2018
100794,Mercedes-Benz,Automat,VITO,437375,Diesel,0,190,Yrkesfordon,,2018
100795,Volvo,Automat,V70,89900,Diesel,24 000,163,Kombi,,2011
100796,Mercedes-Benz,Automat,VITO,499875,Diesel,0,190,Yrkesfordon,,2018
100797,Mercedes-Benz,Automat,VITO,499875,Diesel,0,190,Yrkesfordon,,2018
100798,Peugeot,Automat,5008,287800,Bensin,0,164,SUV,,2018
100800,BMW,Automat,520,429000,Diesel,627,190,Kombi,,2018
100801,Hyundai,Manuell,I10,109800,Bensin,0,66,Halvkombi,"Göteborg, Hisingen",2018
100802,Hyundai,Manuell,I10,109800,Bensin,0,66,Halvkombi,"Göteborg, Hisingen",2018
100803,Volvo,Automat,S60,164500,Bensin,14 500,244,Sedan,Vänersborg,2015
100804,Fiat,Automat,TIPO,169900,Bensin,1,110,Halvkombi,Uddevalla,2018
100805,Opel,Automat,Astra,149000,Diesel,5 465,164,Kombi,,2014
100806,Renault,Manuell,KOLEOS,49900,Diesel,25 400,149,SUV,,2008
100807,Porsche,Automat,911,464900,Bensin,9 800,420,Coupé,,2002
100808,Citroën,Manuell,C3,175300,Bensin,0,81,SUV,,2018
100809,BMW,Automat,730,349900,Diesel,11 000,258,Sedan,Helsingborg,2015
100810,Hyundai,Automat,IONIQ,209000,Bensin,2 702,104,Halvkombi,,2017
100811,Citroën,Manuell,C3,175800,Bensin,0,81,SUV,,2018
100812,Kia,Manuell,CEED,109000,Diesel,8 241,127,Kombi,,2014
